3.518430000000000000e+05,4.304000000000000000e+03
3.518630000000000000e+05,4.304000000000000000e+03
3.518830000000000000e+05,4.292000000000000000e+03
3.519030000000000000e+05,4.289000000000000000e+03
3.519230000000000000e+05,4.327000000000000000e+03
3.519430000000000000e+05,4.384000000000000000e+03
3.519630000000000000e+05,4.587000000000000000e+03
3.519830000000000000e+05,4.633000000000000000e+03
3.520030000000000000e+05,4.708000000000000000e+03
3.520230000000000000e+05,4.684000000000000000e+03
3.520430000000000000e+05,4.604000000000000000e+03
3.520630000000000000e+05,4.568000000000000000e+03
3.520830000000000000e+05,4.503000000000000000e+03
3.521030000000000000e+05,4.472000000000000000e+03
3.521230000000000000e+05,4.427000000000000000e+03
3.521430000000000000e+05,4.404000000000000000e+03
3.521630000000000000e+05,4.363000000000000000e+03
3.521830000000000000e+05,4.347000000000000000e+03
3.522030000000000000e+05,4.318000000000000000e+03
3.522230000000000000e+05,4.323000000000000000e+03
3.522430000000000000e+05,4.341000000000000000e+03
3.522630000000000000e+05,4.367000000000000000e+03
3.522830000000000000e+05,4.405000000000000000e+03
3.523030000000000000e+05,4.405000000000000000e+03
3.523230000000000000e+05,4.409000000000000000e+03
3.523430000000000000e+05,4.399000000000000000e+03
3.523630000000000000e+05,4.371000000000000000e+03
3.523830000000000000e+05,4.361000000000000000e+03
3.524030000000000000e+05,4.325000000000000000e+03
3.524230000000000000e+05,4.318000000000000000e+03
3.524430000000000000e+05,4.290000000000000000e+03
3.524630000000000000e+05,4.273000000000000000e+03
3.524830000000000000e+05,4.255000000000000000e+03
3.525030000000000000e+05,4.247000000000000000e+03
3.525230000000000000e+05,4.239000000000000000e+03
3.525430000000000000e+05,4.234000000000000000e+03
3.525630000000000000e+05,4.227000000000000000e+03
3.525830000000000000e+05,4.229000000000000000e+03
3.526030000000000000e+05,4.222000000000000000e+03
3.526230000000000000e+05,4.217000000000000000e+03
3.526430000000000000e+05,4.214000000000000000e+03
3.526630000000000000e+05,4.212000000000000000e+03
3.526830000000000000e+05,4.311000000000000000e+03
3.527030000000000000e+05,4.390000000000000000e+03
3.527230000000000000e+05,4.593000000000000000e+03
3.527430000000000000e+05,4.642000000000000000e+03
3.527630000000000000e+05,4.669000000000000000e+03
3.527830000000000000e+05,4.636000000000000000e+03
3.528030000000000000e+05,4.540000000000000000e+03
3.528230000000000000e+05,4.513000000000000000e+03
3.528430000000000000e+05,4.449000000000000000e+03
3.528630000000000000e+05,4.417000000000000000e+03
3.528830000000000000e+05,4.381000000000000000e+03
3.529030000000000000e+05,4.358000000000000000e+03
3.529230000000000000e+05,4.323000000000000000e+03
3.529430000000000000e+05,4.315000000000000000e+03
3.529630000000000000e+05,4.288000000000000000e+03
3.529830000000000000e+05,4.303000000000000000e+03
3.530030000000000000e+05,4.341000000000000000e+03
3.530230000000000000e+05,4.349000000000000000e+03
3.530430000000000000e+05,4.395000000000000000e+03
3.530630000000000000e+05,4.392000000000000000e+03
3.530830000000000000e+05,4.376000000000000000e+03
3.531030000000000000e+05,4.373000000000000000e+03
3.531230000000000000e+05,4.335000000000000000e+03
3.531430000000000000e+05,4.322000000000000000e+03
3.531630000000000000e+05,4.296000000000000000e+03
3.531830000000000000e+05,4.280000000000000000e+03
3.532030000000000000e+05,4.267000000000000000e+03
3.532230000000000000e+05,4.252000000000000000e+03
3.532430000000000000e+05,4.223000000000000000e+03
3.532630000000000000e+05,4.221000000000000000e+03
3.532830000000000000e+05,4.212000000000000000e+03
3.533030000000000000e+05,4.197000000000000000e+03
3.533230000000000000e+05,4.194000000000000000e+03
3.533430000000000000e+05,4.191000000000000000e+03
3.533630000000000000e+05,4.188000000000000000e+03
3.533830000000000000e+05,4.193000000000000000e+03
3.534030000000000000e+05,4.195000000000000000e+03
3.534230000000000000e+05,4.190000000000000000e+03
3.534430000000000000e+05,4.201000000000000000e+03
3.534630000000000000e+05,4.186000000000000000e+03
3.534830000000000000e+05,4.319000000000000000e+03
3.535030000000000000e+05,4.399000000000000000e+03
3.535230000000000000e+05,4.607000000000000000e+03
3.535430000000000000e+05,4.657000000000000000e+03
3.535630000000000000e+05,4.671000000000000000e+03
