6.769450000000000000e+05,6.155000000000000000e+03
6.769650000000000000e+05,6.149000000000000000e+03
6.769850000000000000e+05,6.148000000000000000e+03
6.770050000000000000e+05,6.140000000000000000e+03
6.770250000000000000e+05,6.119000000000000000e+03
6.770450000000000000e+05,6.100000000000000000e+03
6.770650000000000000e+05,6.078000000000000000e+03
6.770850000000000000e+05,6.075000000000000000e+03
6.771050000000000000e+05,6.079000000000000000e+03
6.771250000000000000e+05,6.071000000000000000e+03
6.771450000000000000e+05,6.054000000000000000e+03
6.771650000000000000e+05,6.059000000000000000e+03
6.771850000000000000e+05,6.060000000000000000e+03
6.772050000000000000e+05,6.061000000000000000e+03
6.772250000000000000e+05,6.064000000000000000e+03
6.772450000000000000e+05,6.076000000000000000e+03
6.772650000000000000e+05,6.073000000000000000e+03
6.772850000000000000e+05,6.071000000000000000e+03
6.773050000000000000e+05,6.056000000000000000e+03
6.773250000000000000e+05,6.062000000000000000e+03
6.773450000000000000e+05,6.058000000000000000e+03
6.773650000000000000e+05,6.050000000000000000e+03
6.773850000000000000e+05,6.034000000000000000e+03
6.774050000000000000e+05,6.033000000000000000e+03
6.774250000000000000e+05,6.029000000000000000e+03
6.774450000000000000e+05,6.024000000000000000e+03
6.774650000000000000e+05,6.020000000000000000e+03
6.774850000000000000e+05,6.016000000000000000e+03
6.775050000000000000e+05,6.027000000000000000e+03
6.775250000000000000e+05,6.022000000000000000e+03
6.775450000000000000e+05,6.028000000000000000e+03
6.775650000000000000e+05,6.014000000000000000e+03
6.775850000000000000e+05,6.008000000000000000e+03
6.776050000000000000e+05,6.011000000000000000e+03
6.776250000000000000e+05,6.082000000000000000e+03
6.776450000000000000e+05,6.102000000000000000e+03
6.776650000000000000e+05,6.126000000000000000e+03
6.776850000000000000e+05,6.120000000000000000e+03
6.777050000000000000e+05,6.107000000000000000e+03
6.777250000000000000e+05,6.097000000000000000e+03
6.777450000000000000e+05,6.068000000000000000e+03
6.777650000000000000e+05,6.068000000000000000e+03
6.777850000000000000e+05,6.065000000000000000e+03
6.778050000000000000e+05,6.054000000000000000e+03
6.778250000000000000e+05,6.059000000000000000e+03
6.778450000000000000e+05,6.036000000000000000e+03
6.778650000000000000e+05,6.044000000000000000e+03
6.778850000000000000e+05,6.047000000000000000e+03
6.779970000000000000e+05,6.062000000000000000e+03
6.780170000000000000e+05,6.054000000000000000e+03
6.780370000000000000e+05,6.052000000000000000e+03
6.780570000000000000e+05,6.043000000000000000e+03
6.780770000000000000e+05,6.030000000000000000e+03
6.780970000000000000e+05,6.029000000000000000e+03
6.781170000000000000e+05,6.021000000000000000e+03
6.781370000000000000e+05,6.019000000000000000e+03
6.781570000000000000e+05,6.012000000000000000e+03
6.781770000000000000e+05,6.014000000000000000e+03
6.781970000000000000e+05,6.010000000000000000e+03
6.782170000000000000e+05,6.014000000000000000e+03
6.782370000000000000e+05,6.011000000000000000e+03
6.782570000000000000e+05,6.012000000000000000e+03
6.782770000000000000e+05,6.018000000000000000e+03
6.782970000000000000e+05,6.003000000000000000e+03
6.783170000000000000e+05,6.010000000000000000e+03
6.783370000000000000e+05,6.020000000000000000e+03
6.783570000000000000e+05,6.049000000000000000e+03
6.783770000000000000e+05,6.111000000000000000e+03
6.783970000000000000e+05,6.120000000000000000e+03
6.784170000000000000e+05,6.111000000000000000e+03
6.784370000000000000e+05,6.106000000000000000e+03
6.784570000000000000e+05,6.081000000000000000e+03
6.784770000000000000e+05,6.075000000000000000e+03
6.784970000000000000e+05,6.058000000000000000e+03
6.785170000000000000e+05,6.055000000000000000e+03
6.785370000000000000e+05,6.047000000000000000e+03
6.785570000000000000e+05,6.038000000000000000e+03
6.785770000000000000e+05,6.028000000000000000e+03
6.785970000000000000e+05,6.026000000000000000e+03
6.786170000000000000e+05,6.028000000000000000e+03
6.786370000000000000e+05,6.036000000000000000e+03
6.786570000000000000e+05,6.057000000000000000e+03
6.786770000000000000e+05,6.050000000000000000e+03
6.786970000000000000e+05,6.048000000000000000e+03
6.787170000000000000e+05,6.043000000000000000e+03
6.787370000000000000e+05,6.025000000000000000e+03
6.787570000000000000e+05,6.030000000000000000e+03
6.787770000000000000e+05,6.016000000000000000e+03
6.787970000000000000e+05,6.016000000000000000e+03
6.788170000000000000e+05,6.005000000000000000e+03
6.788370000000000000e+05,6.002000000000000000e+03
6.788570000000000000e+05,5.998000000000000000e+03
6.788770000000000000e+05,6.008000000000000000e+03
6.788970000000000000e+05,6.012000000000000000e+03
6.789170000000000000e+05,6.007000000000000000e+03
6.789370000000000000e+05,6.010000000000000000e+03
