7.758810000000000000e+05,1.446000000000000000e+03,1.264000000000000000e+03,1.610000000000000000e+03
7.759010000000000000e+05,1.443000000000000000e+03,1.263000000000000000e+03,1.606000000000000000e+03
7.759210000000000000e+05,1.443000000000000000e+03,1.266000000000000000e+03,1.606000000000000000e+03
7.759410000000000000e+05,1.442000000000000000e+03,1.266000000000000000e+03,1.603000000000000000e+03
7.759610000000000000e+05,1.441000000000000000e+03,1.270000000000000000e+03,1.602000000000000000e+03
7.759810000000000000e+05,1.437000000000000000e+03,1.266000000000000000e+03,1.605000000000000000e+03
7.760010000000000000e+05,1.437000000000000000e+03,1.269000000000000000e+03,1.606000000000000000e+03
7.760210000000000000e+05,1.434000000000000000e+03,1.274000000000000000e+03,1.607000000000000000e+03
7.760410000000000000e+05,1.433000000000000000e+03,1.271000000000000000e+03,1.602000000000000000e+03
7.760610000000000000e+05,1.426000000000000000e+03,1.272000000000000000e+03,1.601000000000000000e+03
7.760810000000000000e+05,1.428000000000000000e+03,1.273000000000000000e+03,1.605000000000000000e+03
7.761010000000000000e+05,1.429000000000000000e+03,1.275000000000000000e+03,1.601000000000000000e+03
7.761210000000000000e+05,1.430000000000000000e+03,1.276000000000000000e+03,1.601000000000000000e+03
7.761410000000000000e+05,1.428000000000000000e+03,1.278000000000000000e+03,1.600000000000000000e+03
7.761610000000000000e+05,1.430000000000000000e+03,1.279000000000000000e+03,1.601000000000000000e+03
7.761810000000000000e+05,1.424000000000000000e+03,1.275000000000000000e+03,1.600000000000000000e+03
7.762010000000000000e+05,1.427000000000000000e+03,1.279000000000000000e+03,1.600000000000000000e+03
7.762210000000000000e+05,1.425000000000000000e+03,1.277000000000000000e+03,1.601000000000000000e+03
7.762410000000000000e+05,1.427000000000000000e+03,1.280000000000000000e+03,1.605000000000000000e+03
7.762610000000000000e+05,1.425000000000000000e+03,1.279000000000000000e+03,1.605000000000000000e+03
7.762810000000000000e+05,1.424000000000000000e+03,1.277000000000000000e+03,1.604000000000000000e+03
7.763010000000000000e+05,1.429000000000000000e+03,1.276000000000000000e+03,1.607000000000000000e+03
7.763210000000000000e+05,1.430000000000000000e+03,1.277000000000000000e+03,1.609000000000000000e+03
7.763410000000000000e+05,1.426000000000000000e+03,1.278000000000000000e+03,1.610000000000000000e+03
7.763610000000000000e+05,1.429000000000000000e+03,1.276000000000000000e+03,1.611000000000000000e+03
7.763810000000000000e+05,1.431000000000000000e+03,1.276000000000000000e+03,1.606000000000000000e+03
7.764010000000000000e+05,1.438000000000000000e+03,1.280000000000000000e+03,1.605000000000000000e+03
7.764210000000000000e+05,1.440000000000000000e+03,1.280000000000000000e+03,1.603000000000000000e+03
7.764410000000000000e+05,1.436000000000000000e+03,1.279000000000000000e+03,1.602000000000000000e+03
7.764610000000000000e+05,1.431000000000000000e+03,1.280000000000000000e+03,1.601000000000000000e+03
7.764810000000000000e+05,1.430000000000000000e+03,1.279000000000000000e+03,1.602000000000000000e+03
7.765010000000000000e+05,1.430000000000000000e+03,1.279000000000000000e+03,1.605000000000000000e+03
7.765210000000000000e+05,1.430000000000000000e+03,1.278000000000000000e+03,1.611000000000000000e+03
7.765410000000000000e+05,1.443000000000000000e+03,1.275000000000000000e+03,1.611000000000000000e+03
7.765610000000000000e+05,1.443000000000000000e+03,1.264000000000000000e+03,1.606000000000000000e+03
7.765810000000000000e+05,1.441000000000000000e+03,1.275000000000000000e+03,1.600000000000000000e+03
7.766010000000000000e+05,1.441000000000000000e+03,1.281000000000000000e+03,1.599000000000000000e+03
7.766210000000000000e+05,1.439000000000000000e+03,1.279000000000000000e+03,1.598000000000000000e+03
7.766410000000000000e+05,1.438000000000000000e+03,1.273000000000000000e+03,1.593000000000000000e+03
7.766610000000000000e+05,1.439000000000000000e+03,1.270000000000000000e+03,1.596000000000000000e+03
7.766810000000000000e+05,1.435000000000000000e+03,1.261000000000000000e+03,1.587000000000000000e+03
7.767010000000000000e+05,1.439000000000000000e+03,1.254000000000000000e+03,1.595000000000000000e+03
7.767210000000000000e+05,1.437000000000000000e+03,1.249000000000000000e+03,1.600000000000000000e+03
7.767410000000000000e+05,1.439000000000000000e+03,1.243000000000000000e+03,1.607000000000000000e+03
7.767610000000000000e+05,1.435000000000000000e+03,1.245000000000000000e+03,1.616000000000000000e+03
7.767810000000000000e+05,1.442000000000000000e+03,1.246000000000000000e+03,1.618000000000000000e+03
7.768010000000000000e+05,1.443000000000000000e+03,1.250000000000000000e+03,1.621000000000000000e+03
7.768210000000000000e+05,1.440000000000000000e+03,1.258000000000000000e+03,1.628000000000000000e+03
