1.037050000000000000e+05,1.650000000000000000e+03,1.937000000000000000e+03,2.351000000000000000e+03
1.037250000000000000e+05,1.645000000000000000e+03,1.970000000000000000e+03,2.347000000000000000e+03
1.037450000000000000e+05,1.648000000000000000e+03,1.995000000000000000e+03,2.341000000000000000e+03
1.037650000000000000e+05,1.650000000000000000e+03,2.000000000000000000e+03,2.335000000000000000e+03
1.037850000000000000e+05,1.665000000000000000e+03,2.000000000000000000e+03,2.323000000000000000e+03
1.038050000000000000e+05,1.677000000000000000e+03,2.000000000000000000e+03,2.320000000000000000e+03
1.038250000000000000e+05,1.679000000000000000e+03,2.000000000000000000e+03,2.317000000000000000e+03
1.038450000000000000e+05,1.671000000000000000e+03,1.997000000000000000e+03,2.298000000000000000e+03
1.038650000000000000e+05,1.663000000000000000e+03,1.995000000000000000e+03,2.283000000000000000e+03
1.038850000000000000e+05,1.655000000000000000e+03,1.999000000000000000e+03,2.258000000000000000e+03
1.039050000000000000e+05,1.654000000000000000e+03,2.000000000000000000e+03,2.243000000000000000e+03
1.039250000000000000e+05,1.649000000000000000e+03,1.997000000000000000e+03,2.231000000000000000e+03
1.039450000000000000e+05,1.648000000000000000e+03,1.997000000000000000e+03,2.221000000000000000e+03
1.039650000000000000e+05,1.645000000000000000e+03,2.001000000000000000e+03,2.221000000000000000e+03
1.039850000000000000e+05,1.631000000000000000e+03,2.003000000000000000e+03,2.224000000000000000e+03
1.040050000000000000e+05,1.634000000000000000e+03,2.001000000000000000e+03,2.224000000000000000e+03
1.040250000000000000e+05,1.641000000000000000e+03,1.995000000000000000e+03,2.211000000000000000e+03
1.040450000000000000e+05,1.647000000000000000e+03,1.991000000000000000e+03,2.191000000000000000e+03
1.040650000000000000e+05,1.635000000000000000e+03,1.990000000000000000e+03,2.178000000000000000e+03
1.040850000000000000e+05,1.609000000000000000e+03,1.985000000000000000e+03,2.178000000000000000e+03
1.041050000000000000e+05,1.586000000000000000e+03,1.989000000000000000e+03,2.176000000000000000e+03
1.041250000000000000e+05,1.573000000000000000e+03,2.007000000000000000e+03,2.179000000000000000e+03
1.041450000000000000e+05,1.570000000000000000e+03,2.031000000000000000e+03,2.188000000000000000e+03
1.041650000000000000e+05,1.567000000000000000e+03,2.043000000000000000e+03,2.214000000000000000e+03
1.041850000000000000e+05,1.578000000000000000e+03,2.043000000000000000e+03,2.241000000000000000e+03
1.042050000000000000e+05,1.569000000000000000e+03,2.047000000000000000e+03,2.250000000000000000e+03
1.042250000000000000e+05,1.586000000000000000e+03,2.065000000000000000e+03,2.251000000000000000e+03
1.042450000000000000e+05,1.591000000000000000e+03,2.067000000000000000e+03,2.270000000000000000e+03
1.042650000000000000e+05,1.602000000000000000e+03,2.043000000000000000e+03,2.302000000000000000e+03
1.042850000000000000e+05,1.622000000000000000e+03,2.011000000000000000e+03,2.335000000000000000e+03
1.043050000000000000e+05,1.642000000000000000e+03,1.975000000000000000e+03,2.352000000000000000e+03
1.043250000000000000e+05,1.649000000000000000e+03,1.958000000000000000e+03,2.368000000000000000e+03
1.043450000000000000e+05,1.648000000000000000e+03,1.959000000000000000e+03,2.375000000000000000e+03
1.043650000000000000e+05,1.637000000000000000e+03,1.970000000000000000e+03,2.384000000000000000e+03
1.043850000000000000e+05,1.633000000000000000e+03,1.985000000000000000e+03,2.384000000000000000e+03
1.044050000000000000e+05,1.643000000000000000e+03,2.001000000000000000e+03,2.384000000000000000e+03
1.044250000000000000e+05,1.664000000000000000e+03,2.003000000000000000e+03,2.383000000000000000e+03
1.044450000000000000e+05,1.685000000000000000e+03,1.994000000000000000e+03,2.382000000000000000e+03
1.044650000000000000e+05,1.699000000000000000e+03,1.974000000000000000e+03,2.384000000000000000e+03
1.044850000000000000e+05,1.712000000000000000e+03,1.942000000000000000e+03,2.383000000000000000e+03
1.045050000000000000e+05,1.712000000000000000e+03,1.918000000000000000e+03,2.374000000000000000e+03
